date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:27:07	4969/4969	---M-Z	200	added ('OK')	image/svg+xml	etag:%221369-6029f777cff00-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/images/logos/light/logo1.svg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/logos/light/logo1.svg	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:07	6641/6641	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/search.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/search.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:08	834804/834804	---M--	200	added ('OK')	image/png	etag:%22cbcf4-601ef03c02700%22	https://w3cart.dexignzone.com/xhtml/assets/images/background/bg3.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/background/bg3.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:08	10735/10735	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/profile.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/profile.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:08	4843/4843	---M--	200	added ('OK')	image/jpeg	etag:%2212eb-5eb99ed75d780%22	https://w3cart.dexignzone.com/xhtml/assets/images/user-profile.jpg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/user-profile.jpg	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:09	22460/22460	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/product-list.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/product-list.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:09	13111/13111	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/components.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/components.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:09	12017/12017	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Aug%202023%2012:34:56%20GMT	https://w3cart.dexignzone.com/xhtml/pages.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/pages.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:10	6005/6005	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/featured.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/featured.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:10	21603/21603	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/wishlist.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/wishlist.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:10	12773/12773	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/order.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/order.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:11	7805/7805	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/cart.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/cart.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:11	6097/6097	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2012:28:36%20GMT	https://w3cart.dexignzone.com/xhtml/welcome.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/welcome.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:11	70660/70660	---M--	200	added ('OK')	image/png	etag:%2211404-5fd300adbfc80%22	https://w3cart.dexignzone.com/xhtml/assets/images/banner/pic1.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/banner/pic1.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:11	21494/21494	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/product.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/product.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:11	92545/92545	---M--	200	added ('OK')	image/png	etag:%2216981-5fd300adbfc80%22	https://w3cart.dexignzone.com/xhtml/assets/images/banner/pic2.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/banner/pic2.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:12	68434/68434	---M--	200	added ('OK')	image/png	etag:%2210b52-5fd300adbfc80%22	https://w3cart.dexignzone.com/xhtml/assets/images/banner/pic3.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/banner/pic3.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:12	8811/8811	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/product-detail.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/product-detail.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:12	56911/56911	---M--	200	added ('OK')	image/png	etag:%22de4f-5fd3013ae4980%22	https://w3cart.dexignzone.com/xhtml/assets/images/popular/pic1.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/popular/pic1.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:12	111478/111478	---M--	200	added ('OK')	image/png	etag:%221b376-5fd3013ae4980%22	https://w3cart.dexignzone.com/xhtml/assets/images/popular/pic2.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/popular/pic2.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:13	64165/64165	---M--	200	added ('OK')	image/png	etag:%22faa5-5fd3013ae4980%22	https://w3cart.dexignzone.com/xhtml/assets/images/popular/pic3.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/popular/pic3.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:13	89113/89113	---M--	200	added ('OK')	image/png	etag:%2215c19-5fd30d63af980%22	https://w3cart.dexignzone.com/xhtml/assets/images/trending/pic1.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/trending/pic1.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:13	79727/79727	---M--	200	added ('OK')	image/png	etag:%221376f-5fd30d63af980%22	https://w3cart.dexignzone.com/xhtml/assets/images/trending/pic2.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/trending/pic2.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:13	297406/297406	---M--	200	added ('OK')	image/png	etag:%22489be-60171b0f45a00%22	https://w3cart.dexignzone.com/xhtml/assets/images/trending/pic3.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/trending/pic3.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:14	230610/230610	---M--	200	added ('OK')	image/png	etag:%22384d2-60171bb34dd00%22	https://w3cart.dexignzone.com/xhtml/assets/images/trending/pic4.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/trending/pic4.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:14	7337/7337	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/category.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/category.html	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:14	477/477	---M-Z	200	added ('OK')	image/svg+xml	etag:%221dd-601ed47569f00-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/images/menu-shape-dark.svg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/menu-shape-dark.svg	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:14	479/479	---M-Z	200	added ('OK')	image/svg+xml	etag:%221df-601ff182aa480-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/images/menu-shape-light.svg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/menu-shape-light.svg	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:15	3782/3782	---M--	200	added ('OK')	image/png	etag:%22ec6-5fd39077aba00%22	https://w3cart.dexignzone.com/xhtml/assets/images/logo.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/logo.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:15	3829/3829	---M--	200	added ('OK')	image/png	etag:%22ef5-5fd390573ed80%22	https://w3cart.dexignzone.com/xhtml/assets/images/logo-white.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/logo-white.png	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:15	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2013%20May%202026%2013:27:15%20GMT	https://w3cart.dexignzone.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:16	87462/87462	---M-Z	200	added ('OK')	application/x-javascript	etag:%22155a6-600ab2c9a9600-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/js/jquery.js	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/js/jquery.js	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:16	80421/80421	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213a25-5fceaadeb9e80-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:16	143023/143023	---M-Z	200	added ('OK')	application/x-javascript	etag:%2222eaf-5fd1f9047ee80-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/vendor/swiper/swiper-bundle.min.js	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/vendor/swiper/swiper-bundle.min.js	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:16	11284/11284	---M-Z	200	added ('OK')	application/x-javascript	etag:%222c14-5c1b8e2658300-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/vendor/bootstrap-touchspin/dist/jquery.bootstrap-touchspin.min.js	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/vendor/bootstrap-touchspin/dist/jquery.bootstrap-touchspin.min.js	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:17	2516/2516	---M-Z	200	added ('OK')	application/x-javascript	etag:%229d4-60266724f8e00-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/js/dz.carousel.js	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/js/dz.carousel.js	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:17	8792/8792	---M-Z	200	added ('OK')	application/x-javascript	etag:%222258-602a020c3f500-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/js/settings.js	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/js/settings.js	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:17	15908/15908	---M-Z	200	added ('OK')	application/x-javascript	etag:%223e24-6028de18ca880-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/js/custom.js	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/js/custom.js	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:17	2286/2286	---M-Z	200	added ('OK')	application/x-javascript	etag:%228ee-6028f4118ff00-gzip%22	https://w3cart.dexignzone.com/xhtml/index.js	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/index.js	(from https://w3cart.dexignzone.com/xhtml/index.html?color-theme=color-blue)
16:27:18	89220/89220	---M-Z	200	added ('OK')	text/css	etag:%2215c84-5d793bdadc680-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/icons/fontawesome/css/all.min.css	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/icons/fontawesome/css/all.min.css	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:18	13227/13227	---M-Z	200	added ('OK')	text/css	etag:%2233ab-56bb2208cc380-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/icons/feather/css/iconfont.css	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/icons/feather/css/iconfont.css	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:18	2706/2706	---M-Z	200	added ('OK')	text/css	etag:%22a92-5df2fc4b1d900-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/icons/flaticon/flaticon.css	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/icons/flaticon/flaticon.css	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:19	17527/17527	---M-Z	200	added ('OK')	text/css	etag:%224477-58dd9fd247d80-gzip%22	https://w3cart.dexignzone.com/xhtml/assets/icons/themify-icons/css/themify-icons.css	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/icons/themify-icons/css/themify-icons.css	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:20	743/743	---MC-	302	error ('Found')	text/html	date:Wed,%2013%20May%202026%2013:27:20%20GMT	https://w3cart.dexignzone.com/xhtml/assets/images/pattern1.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/pattern1.png	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:21	743/743	---MC-	302	error ('Found')	text/html	date:Wed,%2013%20May%202026%2013:27:21%20GMT	https://w3cart.dexignzone.com/xhtml/page-error-404.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/page-error-404.html	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:22	743/743	---MC-	302	error ('Found')	text/html	date:Wed,%2013%20May%202026%2013:27:22%20GMT	https://w3cart.dexignzone.com/xhtml/assets/images/bg-shape-dark.png	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/bg-shape-dark.png	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:22	743/743	---MC-	302	error ('Found')	text/html	date:Wed,%2013%20May%202026%2013:27:22%20GMT	https://w3cart.dexignzone.com/xhtml/page-error-404.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/page-error-404.html	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:23	743/743	---MC-	302	error ('Found')	text/html	date:Wed,%2013%20May%202026%2013:27:22%20GMT	https://w3cart.dexignzone.com/xhtml/assets/images/down-white.svg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/down-white.svg	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:23	743/743	---MC-	302	error ('Found')	text/html	date:Wed,%2013%20May%202026%2013:27:23%20GMT	https://w3cart.dexignzone.com/xhtml/page-error-404.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/page-error-404.html	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:24	743/743	---MC-	302	error ('Found')	text/html	date:Wed,%2013%20May%202026%2013:27:24%20GMT	https://w3cart.dexignzone.com/xhtml/assets/images/svg/shape.svg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/svg/shape.svg	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:24	743/743	---MC-	302	error ('Found')	text/html	date:Wed,%2013%20May%202026%2013:27:24%20GMT	https://w3cart.dexignzone.com/xhtml/page-error-404.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/page-error-404.html	(from https://w3cart.dexignzone.com/xhtml/assets/css/style.css)
16:27:25	4989/4989	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/edit-profile.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/edit-profile.html	(from https://w3cart.dexignzone.com/xhtml/profile.html)
16:27:25	5497/5497	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/coupon.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/coupon.html	(from https://w3cart.dexignzone.com/xhtml/profile.html)
16:27:26	4882/4882	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/address.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/address.html	(from https://w3cart.dexignzone.com/xhtml/profile.html)
16:27:26	3759/3759	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22eaf-5f04fc7fecb00%22	https://w3cart.dexignzone.com/xhtml/assets/images/flags/india.svg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/flags/india.svg	(from https://w3cart.dexignzone.com/xhtml/profile.html)
16:27:27	16963/16963	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224243-5f04fc9117380%22	https://w3cart.dexignzone.com/xhtml/assets/images/flags/united-states.svg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/flags/united-states.svg	(from https://w3cart.dexignzone.com/xhtml/profile.html)
16:27:28	722/722	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222d2-5f04fcb184000%22	https://w3cart.dexignzone.com/xhtml/assets/images/flags/germany.svg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/flags/germany.svg	(from https://w3cart.dexignzone.com/xhtml/profile.html)
16:27:29	303/303	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2212f-5f04fcd008800%22	https://w3cart.dexignzone.com/xhtml/assets/images/flags/italy.svg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/flags/italy.svg	(from https://w3cart.dexignzone.com/xhtml/profile.html)
16:27:30	6070/6070	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2217b6-5f04fcf445d80%22	https://w3cart.dexignzone.com/xhtml/assets/images/flags/spain.svg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/flags/spain.svg	(from https://w3cart.dexignzone.com/xhtml/profile.html)
16:27:31	45604/45604	---M--	200	added ('OK')	image/jpeg	etag:%22b224-60177c4a2bf00%22	https://w3cart.dexignzone.com/xhtml/assets/images/product/pic1.jpg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/product/pic1.jpg	(from https://w3cart.dexignzone.com/xhtml/product-list.html)
16:27:32	53398/53398	---M--	200	added ('OK')	image/jpeg	etag:%22d096-60177c2035c00%22	https://w3cart.dexignzone.com/xhtml/assets/images/product/pic2.jpg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/product/pic2.jpg	(from https://w3cart.dexignzone.com/xhtml/product-list.html)
16:27:33	40478/40478	---M--	200	added ('OK')	image/jpeg	etag:%229e1e-60177c7422200%22	https://w3cart.dexignzone.com/xhtml/assets/images/product/pic3.jpg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/product/pic3.jpg	(from https://w3cart.dexignzone.com/xhtml/product-list.html)
16:27:34	53465/53465	---M--	200	added ('OK')	image/jpeg	etag:%22d0d9-60177c92a6a00%22	https://w3cart.dexignzone.com/xhtml/assets/images/product/pic4.jpg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/product/pic4.jpg	(from https://w3cart.dexignzone.com/xhtml/product-list.html)
16:27:35	36407/36407	---M--	200	added ('OK')	image/jpeg	etag:%228e37-60177cbab4880%22	https://w3cart.dexignzone.com/xhtml/assets/images/product/pic5.jpg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/product/pic5.jpg	(from https://w3cart.dexignzone.com/xhtml/product-list.html)
16:27:35	47089/47089	---M--	200	added ('OK')	image/jpeg	etag:%22b7f1-60177ccdc7580%22	https://w3cart.dexignzone.com/xhtml/assets/images/product/pic6.jpg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/product/pic6.jpg	(from https://w3cart.dexignzone.com/xhtml/product-list.html)
16:27:36	33641/33641	---M--	200	added ('OK')	image/jpeg	etag:%228369-60177ce4aab80%22	https://w3cart.dexignzone.com/xhtml/assets/images/product/pic7.jpg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/product/pic7.jpg	(from https://w3cart.dexignzone.com/xhtml/product-list.html)
16:27:36	38619/38619	---M--	200	added ('OK')	image/jpeg	etag:%2296db-60177d0517800%22	https://w3cart.dexignzone.com/xhtml/assets/images/product/pic8.jpg	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/assets/images/product/pic8.jpg	(from https://w3cart.dexignzone.com/xhtml/product-list.html)
16:27:36	13474/13474	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/ui-accordion.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/ui-accordion.html	(from https://w3cart.dexignzone.com/xhtml/components.html)
16:27:37	18702/18702	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/ui-alert.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/ui-alert.html	(from https://w3cart.dexignzone.com/xhtml/components.html)
16:27:37	9241/9241	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/ui-avatar.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/ui-avatar.html	(from https://w3cart.dexignzone.com/xhtml/components.html)
16:27:37	8428/8428	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2010:28:16%20GMT	https://w3cart.dexignzone.com/xhtml/ui-badge.html	C:/Users/ASUS/Downloads/final/w3cart.dexignzone.com/xhtml/ui-badge.html	(from https://w3cart.dexignzone.com/xhtml/components.html)
